id,node1,node2,node_size,link_strength,node_category,detail
923,234,234,1,0.7,6,"Person Id: 234; Gender: Female; Age: 22; Race: Other; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: exercise,dining"
924,235,235,3,0.8,4,"Person Id: 235; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,art,music,shopping"
925,236,236,1,0.6,2,Person Id: 236; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: music
926,237,237,2,0.7,4,"Person Id: 237; Gender: Female; Age: 34; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Creative Arts/EntertainmentHobby: exercise,reading,yoga"
927,238,238,3,0.6,4,"Person Id: 238; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: museums,art,concerts,music"
928,239,239,2,0.6,4,Person Id: 239; Gender: Female; Age: 34; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
929,240,240,2,0.7,2,"Person Id: 240; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Creative Arts/EntertainmentHobby: sports,tvsports,dining,museums,gaming,reading,tv,theater,movies,concerts,music,shopping"
930,241,241,4,0.7,2,Person Id: 241; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
931,242,242,6,0.8,5,"Person Id: 242; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: museums,art,reading,movies,concerts,music"
932,243,243,4,0.5,4,Person Id: 243; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Languages; Career: Academic/ResearchHobby: NA
933,244,244,2,0.7,4,"Person Id: 244; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,reading"
934,245,245,2,0.6,4,Person Id: 245; Gender: Male; Age: 32; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: LawyerHobby: NA
935,246,246,2,0.4,4,Person Id: 246; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
936,247,247,1,0,2,Person Id: 247; Gender: Male; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
937,248,248,4,0.6,6,Person Id: 248; Gender: Male; Age: 27; Race: Other; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
938,249,249,1,0.7,6,"Person Id: 249; Gender: Male; Age: 33; Race: Other; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,reading"
939,250,250,6,0.5,6,"Person Id: 250; Gender: Male; Age: 25; Race: Other; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: dining,museums,art,reading,concerts,music"
940,251,251,2,0.6,6,Person Id: 251; Gender: Male; Age: 33; Race: Other; Field of Study: History/Religion/Philosophy; Career: UndecidedHobby: NA
941,252,252,3,0.6,5,Person Id: 252; Gender: Female; Age: 28; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: NA
942,253,253,3,0.3,2,"Person Id: 253; Gender: Female; Age: 33; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: museums,art,reading,movies"
943,254,254,1,0.8,4,Person Id: 254; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: dining
944,255,255,1,0.5,2,Person Id: 255; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: NA
945,256,256,4,0.7,2,"Person Id: 256; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
946,257,257,1,0.6,4,"Person Id: 257; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: museums,art,hiking,reading,movies,concerts,music,yoga"
947,258,258,8,0.7,6,"Person Id: 258; Gender: Female; Age: 25; Race: Other; Field of Study: Education, Academia; Career: Academic/ResearchHobby: hiking,reading"
948,259,259,2,0.4,4,Person Id: 259; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
949,260,260,7,0.7,2,Person Id: 260; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
950,261,261,6,0.4,2,Person Id: 261; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
951,262,262,1,0.8,4,"Person Id: 262; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: UndecidedHobby: reading"
952,263,263,7,0.8,3,"Person Id: 263; Gender: Female; Age: 26; Race: Black/African American; Field of Study: Social Science, Psychologist; Career: UndecidedHobby: NA"
953,264,264,5,0.4,4,Person Id: 264; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: NA
954,265,265,2,0.7,4,"Person Id: 265; Gender: Female; Age: 32; Race: European/Caucasian-American; Field of Study: Law; Career: Academic/ResearchHobby: reading,movies"
955,266,266,5,0.8,4,Person Id: 266; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Languages; Career: UndecidedHobby: movies
956,267,267,1,0.6,2,Person Id: 267; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: shopping
957,268,268,11,1,5,"Person Id: 268; Gender: Female; Age: 24; Race: Latino/Hispanic American; Field of Study: Medical Science, Pharmaceuticals, and Bio Tech; Career: Doctor/MedicineHobby: NA"
958,269,269,7,0.9,4,"Person Id: 269; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: art,reading"
959,270,270,6,0.5,2,Person Id: 270; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
960,271,271,3,0.4,4,"Person Id: 271; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: exercise,museums,art"
961,272,272,1,0.8,4,"Person Id: 272; Gender: Female; Age: 25; Race: European/Caucasian-American; Field of Study: Social Work; Career: Social WorkHobby: exercise,dining,music"
962,273,273,2,0.6,4,Person Id: 273; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
963,274,274,7,0.6,5,"Person Id: 274; Gender: Male; Age: 24; Race: Latino/Hispanic American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: reading,music"
964,275,275,2,0.2,4,"Person Id: 275; Gender: Male; Age: 21; Race: European/Caucasian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise,reading"
965,276,276,6,0.3,4,Person Id: 276; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
966,277,277,6,0.1,4,"Person Id: 277; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: sports,exercise,hiking"
967,278,278,1,0.2,4,Person Id: 278; Gender: Male; Age: 32; Race: European/Caucasian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
968,279,279,6,0.6,4,Person Id: 279; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: NA
969,280,280,6,0.2,4,"Person Id: 280; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading,movies"
970,281,281,3,0.4,4,"Person Id: 281; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: NA"
971,282,282,8,0.1,3,"Person Id: 282; Gender: Male; Age: 23; Race: Black/African American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,exercise,music"
972,283,283,3,0.1,2,Person Id: 283; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
973,284,284,2,0.3,4,Person Id: 284; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Creative Arts/EntertainmentHobby: NA
974,285,285,3,0.1,6,"Person Id: 285; Gender: Male; Age: 24; Race: Other; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,art,gaming,movies,concerts,music,shopping,yoga"
975,286,286,1,0.2,4,Person Id: 286; Gender: Male; Age: 22; Race: European/Caucasian-American; Field of Study: Math; Career: Academic/ResearchHobby: NA
976,287,287,1,0.1,2,"Person Id: 287; Gender: Male; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: Creative Arts/EntertainmentHobby: reading,movies"
977,288,288,5,0.1,4,"Person Id: 288; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: NA"
978,289,289,6,0.3,2,"Person Id: 289; Gender: Male; Age: 28; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,hiking,reading"
979,290,290,3,0.1,4,"Person Id: 290; Gender: Male; Age: 34; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Academic/ResearchHobby: reading,music"
980,291,291,6,0.2,2,Person Id: 291; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: NA
981,292,292,5,0.6,3,"Person Id: 292; Gender: Male; Age: 28; Race: Black/African American; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,hiking,music"
982,293,293,3,0.2,5,Person Id: 293; Gender: Male; Age: 28; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
983,294,294,2,0.9,2,"Person Id: 294; Gender: Female; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: museums,art,reading,theater"
984,295,295,1,0.9,4,"Person Id: 295; Gender: Female; Age: 30; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: reading,theater,movies"
985,296,296,4,0.8,4,"Person Id: 296; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: music"
986,297,297,5,0.9,4,"Person Id: 297; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: museums,art,reading,theater,movies"
987,298,298,1,0.9,4,"Person Id: 298; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: Academic/ResearchHobby: museums,art,reading,theater,movies,concerts,music"
988,299,299,2,0.9,2,Person Id: 299; Gender: Female; Age: 24; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Work; Career: Academic/ResearchHobby: NA
989,300,300,3,0.7,4,"Person Id: 300; Gender: Female; Age: 35; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: museums,art,theater,music"
990,301,301,3,0.8,4,"Person Id: 301; Gender: Female; Age: 34; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,movies"
991,302,302,1,0.9,4,"Person Id: 302; Gender: Female; Age: 21; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Speech PathologyHobby: sports,tvsports"
992,303,303,2,0.8,4,"Person Id: 303; Gender: Female; Age: 33; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: reading"
993,304,304,2,0.8,4,"Person Id: 304; Gender: Female; Age: 28; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Speech PathologyHobby: sports"
994,305,305,3,0.8,2,"Person Id: 305; Gender: Female; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining"
995,306,306,2,0.9,2,"Person Id: 306; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: NA"
996,307,307,4,0.9,2,"Person Id: 307; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: sports,exercise,hiking,reading,theater,movies,music"
997,308,308,2,0.9,2,"Person Id: 308; Gender: Male; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: NA"
998,309,309,3,0.7,4,"Person Id: 309; Gender: Male; Age: 32; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: art,music"
999,310,310,2,0.4,4,Person Id: 310; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Engineering; Career: UndecidedHobby: NA
1000,311,311,2,0.6,2,"Person Id: 311; Gender: Male; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,dining,concerts,music"
1001,312,312,2,0.8,4,Person Id: 312; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Fine Arts/Arts Administration; Career: Creative Arts/EntertainmentHobby: hiking
1002,313,313,2,0.8,4,Person Id: 313; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Creative Arts/EntertainmentHobby: music
1003,314,314,1,0.8,6,Person Id: 314; Gender: Male; Age: 32; Race: Other; Field of Study: Political Science/International Affairs; Career: Academic/ResearchHobby: NA
1004,315,315,3,0.7,4,Person Id: 315; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
1005,316,316,7,0.8,4,Person Id: 316; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1006,317,317,4,0.7,4,"Person Id: 317; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,art,theater,movies"
1007,318,318,1,0.7,6,Person Id: 318; Gender: Male; Age: 29; Race: Other; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1008,319,319,4,0.5,4,"Person Id: 319; Gender: Male; Age: 26; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: concerts"
1009,320,320,1,0.6,4,Person Id: 320; Gender: Male; Age: 36; Race: European/Caucasian-American; Field of Study: History/Religion/Philosophy; Career: Academic/ResearchHobby: reading
1010,321,321,1,0.3,4,Person Id: 321; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1011,322,322,3,0.7,2,"Person Id: 322; Gender: Female; Age: 34; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: NA"
1012,323,323,4,0.8,2,Person Id: 323; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Academic/ResearchHobby: NA
1013,324,324,5,1,4,"Person Id: 324; Gender: Female; Age: 23; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: dining,theater,concerts,music"
1014,325,325,4,0.7,5,"Person Id: 325; Gender: Female; Age: 30; Race: Latino/Hispanic American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1015,326,326,3,0.6,3,"Person Id: 326; Gender: Female; Age: 36; Race: Black/African American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: theater,concerts,music,shopping"
1016,327,327,1,0.9,4,"Person Id: 327; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining,reading"
1017,328,328,2,1,4,"Person Id: 328; Gender: Female; Age: 30; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: exercise,dining,museums,art,hiking,reading,theater,movies,concerts,music,yoga"
1018,329,329,1,0.4,4,"Person Id: 329; Gender: Female; Age: 29; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: museums,art,reading,theater"
1019,330,330,2,0.5,2,Person Id: 330; Gender: Female; Age: 22; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: UndecidedHobby: NA
1020,331,331,1,0.5,4,"Person Id: 331; Gender: Female; Age: 34; Race: European/Caucasian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: hiking,yoga"
1021,332,332,3,1,2,"Person Id: 332; Gender: Male; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: museums,art,movies"
1022,333,333,3,1,4,"Person Id: 333; Gender: Male; Age: 23; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,exercise,hiking"
1023,334,334,1,1,2,Person Id: 334; Gender: Male; Age: 29; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Doctor/MedicineHobby: NA
1024,335,335,2,0.8,4,"Person Id: 335; Gender: Male; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Academic/ResearchHobby: NA"
1025,336,336,2,0.8,5,"Person Id: 336; Gender: Male; Age: 25; Race: Latino/Hispanic American; Field of Study: Architecture; Career: ArchitectureHobby: art,movies,concerts,music"
1026,337,337,4,0.9,4,Person Id: 337; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Engineering; Career: EngineerHobby: NA
1027,338,338,3,0.8,6,"Person Id: 338; Gender: Male; Age: 27; Race: Other; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: theater,movies,yoga"
1028,339,339,5,1,1,Person Id: 339; Gender: Male; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
1029,340,340,2,0.8,1,Person Id: 340; Gender: Male; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
1030,341,341,4,0.7,2,"Person Id: 341; Gender: Female; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Political Science/International Affairs; Career: UndecidedHobby: dining,reading,tv,theater,movies,concerts,music,yoga"
1031,342,342,2,0,5,"Person Id: 342; Gender: Female; Age: 33; Race: Latino/Hispanic American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,art,tv,movies,shopping"
1032,343,343,3,1,4,"Person Id: 343; Gender: Female; Age: 32; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: dining,museums,art"
1033,344,344,5,0.8,5,Person Id: 344; Gender: Female; Age: 26; Race: Latino/Hispanic American; Field of Study: Political Science/International Affairs; Career: International/Humanitarian AffairsHobby: NA
1034,345,345,5,0,4,Person Id: 345; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: exercise
1035,346,346,7,0.8,1,Person Id: 346; Gender: Female; Age: Unknown; Race: Unknown; Field of Study: Unknown; Career: UnknownHobby: NA
1036,347,347,1,0.5,3,"Person Id: 347; Gender: Female; Age: 26; Race: Black/African American; Field of Study: Education, Academia; Career: PoliticsHobby: dining,shopping"
1037,348,348,2,0.75,2,"Person Id: 348; Gender: Female; Age: 21; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,shopping"
1038,349,349,9,1,4,"Person Id: 349; Gender: Female; Age: 33; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise"
1039,350,350,4,0.9,4,Person Id: 350; Gender: Female; Age: 31; Race: European/Caucasian-American; Field of Study: Biological Sciences/Chemistry/Physics; Career: Doctor/MedicineHobby: exercise
1040,351,351,6,0.5,2,"Person Id: 351; Gender: Female; Age: 35; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: dining,museums,art,reading,theater,movies,concerts,music"
1041,352,352,4,0.5,6,"Person Id: 352; Gender: Female; Age: 29; Race: Other; Field of Study: Education, Academia; Career: Creative Arts/EntertainmentHobby: exercise,dining,museums,art,concerts,music"
1042,353,353,2,0.3,2,"Person Id: 353; Gender: Female; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: NA"
1043,354,354,9,0.97,4,"Person Id: 354; Gender: Female; Age: 22; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,tvsports,exercise,dining,tv,theater,movies,concerts,music,shopping"
1044,355,355,2,0.7,4,"Person Id: 355; Gender: Female; Age: 24; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: NA"
1045,356,356,2,0.9,4,"Person Id: 356; Gender: Female; Age: 27; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: sports,dining,music"
1046,357,357,4,0.6,2,"Person Id: 357; Gender: Female; Age: 27; Race: Asian/Pacific Islander/Asian-American; Field of Study: Education, Academia; Career: Academic/ResearchHobby: exercise,dining,museums,art,reading,theater"
1047,358,358,3,0.7,2,Person Id: 358; Gender: Female; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
1048,359,359,4,0.85,4,Person Id: 359; Gender: Female; Age: 26; Race: European/Caucasian-American; Field of Study: English/Creative Writing/ Journalism; Career: International/Humanitarian AffairsHobby: reading
1049,360,360,5,0.8,6,"Person Id: 360; Gender: Female; Age: 24; Race: Other; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: concerts,music"
1050,361,361,2,0.5,4,"Person Id: 361; Gender: Male; Age: 34; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: art,reading"
1051,362,362,6,0.5,4,Person Id: 362; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Law; Career: LawyerHobby: NA
1052,363,363,3,0.6,2,Person Id: 363; Gender: Male; Age: 23; Race: Asian/Pacific Islander/Asian-American; Field of Study: Engineering; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: dining
1053,364,364,7,0.6,5,Person Id: 364; Gender: Male; Age: 27; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1054,365,365,2,0.6,4,"Person Id: 365; Gender: Male; Age: 30; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: UndecidedHobby: art,music"
1055,366,366,11,0.8,4,"Person Id: 366; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Creative Arts/EntertainmentHobby: concerts,music"
1056,367,367,5,0.8,4,Person Id: 367; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Political Science/International Affairs; Career: PoliticsHobby: NA
1057,368,368,7,0.6,6,Person Id: 368; Gender: Male; Age: 24; Race: Other; Field of Study: Political Science/International Affairs; Career: Creative Arts/EntertainmentHobby: NA
1058,369,369,9,0,4,"Person Id: 369; Gender: Male; Age: 25; Race: European/Caucasian-American; Field of Study: Social Science, Psychologist; Career: PsychologistHobby: reading"
1059,370,370,2,0.8,4,Person Id: 370; Gender: Male; Age: 28; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1060,371,371,5,0.5,4,"Person Id: 371; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: International/Humanitarian AffairsHobby: sports,concerts,music"
1061,372,372,4,0,4,Person Id: 372; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: UndecidedHobby: tvsports
1062,373,373,5,0.6,5,Person Id: 373; Gender: Male; Age: 29; Race: Latino/Hispanic American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1063,374,374,2,0.8,2,"Person Id: 374; Gender: Male; Age: 30; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: sports,tvsports,movies"
1064,375,375,4,0.7,4,Person Id: 375; Gender: Male; Age: 27; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: LawyerHobby: NA
1065,376,376,3,0.5,2,Person Id: 376; Gender: Male; Age: 25; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: UndecidedHobby: dining
1066,377,377,2,0.4,2,Person Id: 377; Gender: Male; Age: 26; Race: Asian/Pacific Islander/Asian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1067,378,378,2,0.6,4,Person Id: 378; Gender: Male; Age: 29; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: exercise
1068,379,379,3,0.9,4,Person Id: 379; Gender: Female; Age: 38; Race: European/Caucasian-American; Field of Study: Business/Econ/Finance; Career: Banking/Consulting/Finance/Marketing/Business/CEO/Entrepreneur/AdminHobby: NA
1069,380,380,3,0.6,3,Person Id: 380; Gender: Female; Age: 33; Race: Black/African American; Field of Study: Film; Career: Creative Arts/EntertainmentHobby: movies
